id,name,salary,dob,join_date,performance,remarks,sector
4206,aWEXGYjKO,77064.6,1986-11-11,2006-07-16,1.01,Unreliable,Healthcare
4207,wvnvqbbG,109378.82,1992-01-15,2013-03-23,1.23,,Manufacturing
4208,Xyjg,63776.93,invalid_date,2017-01-30,3.47,Team player,Retail
4209,xzyhfeh,unknown,1981-01-07,2012-04-09,4.67,Unreliable,Healthcare
4210,gabQOELd,108147.03,,2019-05-06,2.14,,IT
4211,GSeZm,87632.88,1978-10-17,2007-10-23,3.87,Unreliable,Finance
4212,BSTJ,130309.67,1972-05-02,2003-05-06,,Team player,Retail
4213,iOKAakg,unknown,2017-03-15,2015-08-17,2.55,,Education
4214,QEYC,,1991-05-17,2018-06-17,3.4,Promising,Retail
4215,EiEOUfzYTn,54254.24,2012-12-01,2022-02-24,poor,Needs improvement,Manufacturing
4216,qWTkbYD,78622.24,1972-12-31,2006-11-11,4.03,Promising,Education
4217,CVnAQaCL,78712.82,2016-03-11,2019-05-25,2.89,Promising,Finance
4218,dMcRk,74671.69,2013-05-08,2003-11-21,3.68,Good worker,Finance
4219,CFFsGMzq,60527.1,1974-07-22,2010-05-24,2.94,Leadership potential,
4220,lXGY,,2006-07-27,2012-03-20,2.55,Good worker,Education
4221,rfEM,49288.1,1976-06-03,2019-04-10,3.43,Needs improvement,Manufacturing
4222,fvdBClpUvO,36912.67,2003-12-04,2008-02-16,average,Team player,Healthcare
4223,WihkZc,144612.94,1991-07-22,2007-06-10,1.58,,Education
4224,Afqh,91837.45,2008-02-01,2017-12-17,1.92,—,Manufacturing
4225,ZCPffpM,118283.17,invalid_date,2020-01-29,average,,
4226,nWQnUnFlo,53590.74,1964-12-27,2014-08-10,4.69,Good worker,Healthcare
4227,UHboEqtj,36897.19,1978-08-19,2023-04-12,1.87,Promising,Education
4228,zMHHPeQQa,139917.03,1968-12-29,2011-11-04,1.28,Promising,IT
4229,bvsXkoq,56112.09,,2021-12-15,1.33,Promising,Finance
4230,bKBByhb,131853.59,1958-01-05,2017-11-08,4.36,,IT
4231,foXKQMw,117986.38,1986-05-19,unknown_date,3.66,Good worker,Manufacturing
4232,mZmscpZJRF,116890.73,1989-12-15,2006-03-07,3.2,Good worker,Education
4233,lEcf,,1985-11-08,unknown_date,4.54,Team player,Retail
4234,xOLUfAfuq,,2012-03-27,2020-02-16,2.82,,Manufacturing
4235,tGiewcvApF,95063.49,2008-07-20,2005-06-02,1.36,Good worker,Healthcare
4236,DJv,30277.95,1993-03-11,2005-05-09,2.61,Needs improvement,Manufacturing
4237,DvlCajGRjX,32324.41,1983-05-08,2008-11-06,3.56,Needs improvement,IT
4238,,111632.0,1998-01-08,2022-01-03,1.5,Leadership potential,Healthcare
4239,AasvZ,119485.55,1969-01-12,2016-11-08,2.47,Unreliable,Education
4240,GVTQe,147938.65,1968-12-28,unknown_date,1.87,—,
4241,xvXFEH,146660.14,2009-04-18,2020-02-25,poor,Good worker,Education
4242,WcRmCAkYs,91661.23,2005-05-03,unknown_date,poor,Good worker,IT
4243,YieE,50445.23,1959-07-01,2020-09-15,2.21,—,
4244,aEOTLhRRn,110657.72,,2014-05-16,1.66,Unreliable,Manufacturing
4245,FhaIn,37427.33,1974-03-20,,4.15,Good worker,Manufacturing
4246,cciJCq,88352.73,2011-05-24,2023-01-07,3.0,Unreliable,Education
4247,IcBKrkTi,147986.26,1985-12-25,2005-03-29,2.74,—,Healthcare
4248,pfERxxwAYb,135000.66,1960-04-10,2006-01-31,3.55,Promising,Manufacturing
4249,XQBEJOQp,,1959-05-11,2024-01-16,1.24,—,Finance
4250,jrzdqlNIOh,99723.44,,2017-02-09,2.31,,Retail
4251,MNytDKbloz,33911.42,,2021-08-27,1.27,—,Education
4252,oruGh,56621.03,1965-09-24,2007-01-07,2.96,Team player,Education
4253,AGG,116436.91,invalid_date,2003-10-07,1.79,Team player,Education
4254,SrCscCOO,106220.32,1980-03-26,2022-09-03,1.93,Team player,Manufacturing
4255,yNehPgGkxx,66641.26,1990-06-04,2018-12-23,4.35,Team player,Finance
4256,gadqwP,121037.67,1978-03-10,2024-01-08,2.97,Unreliable,Healthcare
4257,UvljAOxnro,118773.46,1990-05-28,2009-06-17,4.09,—,Manufacturing
4258,yLG,,1961-04-12,,3.13,Leadership potential,
4259,Xlf,51040.94,1999-08-21,2012-09-07,1.92,—,Education
4260,kkdmFaWsL,135990.67,1958-01-06,2007-04-30,,Team player,Retail
4261,saUDAT,,1976-10-12,2002-08-04,4.9,—,Manufacturing
4262,yTjsxqFZgZ,137920.89,1996-09-28,2023-04-26,3.34,Unreliable,Healthcare
4263,dibA,32575.52,1971-04-02,2005-03-06,1.57,,Finance
4264,aiqKMx,145954.71,,2008-11-15,2.59,Unreliable,Education
4265,xsi,,1960-12-06,2006-08-10,4.52,Unreliable,Healthcare
4266,dMOF,70545.21,1992-06-20,2012-07-06,3.59,Leadership potential,Manufacturing
4267,cYTVRbjKIL,,2003-06-30,2013-07-21,2.67,—,Finance
4268,tDeZTJ,54249.44,1986-07-16,2008-06-29,poor,Needs improvement,
4269,vVFqL,71246.23,,2005-01-12,1.83,Needs improvement,
4270,gauGl,,1980-11-24,2011-10-27,3.43,Team player,Retail
4271,BIEVEk,90110.38,1974-06-21,2002-08-10,1.99,Needs improvement,Education
4272,tAQKQoopk,98277.55,2012-05-07,2015-03-19,3.07,—,
4273,,134318.51,2003-03-12,,,—,
4274,YwvdR,,1973-07-20,2009-06-28,4.24,Leadership potential,Retail
4275,xpZmU,144233.56,1997-12-07,2019-01-12,2.19,Team player,Healthcare
4276,XILXEYNlK,65040.56,2003-07-09,2009-01-04,2.0,Needs improvement,Finance
4277,FCC,138771.5,,2014-11-08,4.18,—,Retail
4278,MXXNMM,125541.75,2005-09-09,,average,Good worker,Education
4279,jSbpkooKTt,64504.57,1999-05-22,2022-01-30,1.4,Unreliable,Healthcare
4280,cNTKMTtk,111551.34,1983-05-24,2014-07-08,2.55,,Finance
4281,eCMdjPm,87075.81,2017-12-23,2010-07-31,2.54,Needs improvement,
4282,IWw,104087.15,1971-06-08,2007-12-27,average,Leadership potential,
4283,,80160.18,2005-02-18,2016-05-29,4.4,Leadership potential,Education
4284,NzGm,53721.43,1997-10-01,2006-03-05,,,Retail
4285,zmTKQe,50246.27,1962-03-22,2001-07-19,2.47,Team player,Manufacturing
4286,dtMf,108741.3,2013-12-26,2003-05-10,,Promising,Healthcare
4287,rHsumZx,71679.15,1962-02-13,2020-12-11,,Unreliable,Healthcare
4288,HuITTHbWNo,36451.55,1965-05-20,2014-05-08,3.33,,Healthcare
4289,lEyTyi,67783.17,1970-07-18,2020-08-13,4.46,Leadership potential,Healthcare
4290,kvYcOoaF,119611.19,2003-09-29,2001-03-19,,Good worker,Education
4291,CYhr,83347.5,,2016-10-25,2.37,Leadership potential,Healthcare
4292,XMP,37103.17,1956-06-13,,2.18,Team player,Finance
4293,GkhSsLXVe,75191.44,2006-04-23,2024-07-13,4.37,Team player,Education
4294,UTQXaahoBh,92488.68,,2006-04-03,4.58,—,Manufacturing
4295,ThVr,109419.94,1964-02-02,2005-09-24,4.03,Leadership potential,Retail
4296,vJYPmLEAX,,1997-11-29,2013-01-23,4.25,Unreliable,
4297,naYnfGz,98138.87,2000-02-08,2017-04-03,1.78,—,
4298,DoeWEDZQZH,89721.64,1959-12-06,2008-09-05,1.47,Unreliable,Education
4299,xtn,34037.36,2009-12-13,2024-03-08,poor,—,Manufacturing
4300,mlXJbrgtF,63149.78,1966-12-11,2010-09-16,3.51,Team player,
4301,XSyuPUtNTW,125079.17,1962-03-02,2021-01-08,2.52,—,Healthcare
4302,nLKWkhWxa,72037.53,invalid_date,2005-08-15,3.82,,Retail
4303,vasUdb,61602.75,1992-03-11,2001-10-24,3.42,,Healthcare
4304,HFmK,141938.05,1960-07-12,2018-10-08,,Leadership potential,Manufacturing
4305,qMJ,95527.91,1951-01-22,2020-01-28,,Promising,IT
4306,KGyUjyju,unknown,1981-01-20,2018-01-20,average,Promising,IT
4307,gtoiBvf,44468.31,1954-10-23,2008-09-20,2.19,Needs improvement,Manufacturing
4308,pUbwr,,1962-08-19,2011-06-26,3.09,Unreliable,Finance
4309,pjeN,unknown,1986-08-27,2003-11-24,2.41,,Education
4310,GGv,51829.2,1951-02-02,2022-05-27,,Team player,Retail
4311,wGvRmvhJO,143489.74,1956-02-01,2013-04-04,,Needs improvement,Healthcare
4312,bNsBC,127825.4,2010-09-04,2016-01-23,3.37,Promising,Retail
4313,fTfzwoijPp,96289.84,1988-01-29,2023-04-06,2.07,,IT
4314,,133056.72,2002-03-18,2003-01-05,2.94,—,Healthcare
4315,hhMfysEB,35298.31,2016-08-09,2008-05-14,1.07,Good worker,Manufacturing
4316,NrT,92462.9,1985-06-25,2002-07-14,3.41,—,IT
4317,,125961.04,1976-04-23,2003-03-13,poor,Team player,
4318,sJPak,126099.1,2011-06-20,2018-05-29,,Good worker,Healthcare
4319,aRv,117501.96,invalid_date,2001-11-26,4.38,Leadership potential,Education
4320,GDNebLo,69556.21,1955-06-29,2015-10-10,4.28,—,Finance
4321,ozOJqe,123545.76,1961-03-16,2008-01-23,1.16,Good worker,Manufacturing
4322,dQVdWrcpXV,49171.89,2008-10-17,2000-05-24,4.6,Unreliable,Education
4323,DboyIaJJu,104661.96,1981-02-11,2019-07-09,,Good worker,Finance
4324,hdpRoc,40532.2,1966-07-07,2019-11-02,3.22,Leadership potential,
4325,MRRAbyR,95755.7,1953-07-08,2021-04-15,1.35,Promising,
4326,PdKL,110642.73,2016-04-04,2004-06-08,1.82,,Finance
4327,JrTATzGHRI,43204.35,2001-02-27,2018-06-15,3.45,—,IT
4328,VnPYOM,117592.46,1967-04-18,2015-11-16,1.27,Unreliable,Retail
4329,CCpoplvlTW,74420.09,,unknown_date,3.05,Team player,Finance
4330,pCAtLu,77976.3,2001-08-18,2002-10-06,4.32,Needs improvement,
4331,VDHlrApuRF,136148.45,1970-04-03,2022-12-30,4.39,Team player,Education
4332,nAnPSvEa,134976.84,2004-09-13,2004-08-21,3.13,Needs improvement,IT
4333,lTuXWcwqNH,89736.46,1983-10-02,,3.67,Leadership potential,Education
4334,xLepWFC,92017.65,1955-12-20,2019-04-14,4.27,Leadership potential,Healthcare
4335,gQraw,90912.78,,2019-10-29,1.49,—,
4336,bFt,132559.12,1966-09-27,,2.12,—,Education
4337,,63451.48,2018-04-18,2007-11-03,3.4,Leadership potential,
4338,ROJzP,71639.09,1982-03-02,2022-11-30,4.44,,Manufacturing
4339,,110751.77,invalid_date,2008-10-04,average,Promising,Healthcare
4340,,92752.27,1953-06-09,2014-05-22,2.94,Unreliable,Healthcare
4341,GUiimo,84950.59,1981-12-07,2014-11-14,1.74,Promising,Healthcare
4342,rXguPKYbrK,49431.63,1970-01-31,2003-10-02,,Promising,Retail
4343,nVr,93593.17,1986-01-17,2024-06-07,,Team player,Manufacturing
4344,oKVpmDeoE,36027.78,1989-02-05,2018-04-28,,Needs improvement,IT
4345,iPsxpFLD,138161.59,2010-07-04,2008-11-07,4.61,—,IT
4346,XIofy,143674.06,1962-03-07,2009-02-25,,Needs improvement,IT
4347,ZkAmsLepb,85768.43,1988-11-27,2008-08-18,1.36,Good worker,Finance
4348,BEICTYvjH,111200.12,1971-08-04,2008-08-24,2.21,—,Education
4349,FzfLlwt,,1998-02-24,2010-04-02,4.23,,Manufacturing
4350,TMONf,53165.43,1994-08-12,2017-08-28,2.61,,
4351,ggjCPeoRZ,30884.7,1982-09-08,2024-01-27,3.14,Promising,Finance
4352,zVSlNHgEXR,50097.86,1975-05-04,2013-02-13,3.01,,Manufacturing
4353,rrwe,146512.36,2000-08-21,2021-09-08,,—,Finance
4354,qzxvmESfvi,107394.21,1969-04-17,2012-10-16,,Needs improvement,Finance
4355,eYBnA,64841.81,1962-06-21,2006-05-17,1.21,,
4356,UtCpQuS,136575.84,1959-08-04,2023-07-06,1.4,,Education
4357,mUTOcJ,72716.54,2001-06-27,2003-10-03,1.73,Good worker,IT
4358,SokOjBcsv,75458.6,1951-07-13,unknown_date,3.73,,Education
4359,EgSqZ,101208.9,2005-04-15,2001-08-13,3.53,Needs improvement,Finance
4360,TpGxW,118095.39,1989-06-27,2011-09-23,1.73,,IT
4361,,141574.75,1950-04-19,2008-09-06,4.18,Leadership potential,Manufacturing
4362,izB,105699.23,1974-05-14,2015-12-09,3.27,—,Education
4363,pmFYRmPr,51431.96,2002-09-15,2019-09-16,4.53,Team player,Retail
4364,gjWZX,83790.51,1958-05-16,2001-05-16,1.56,Good worker,Finance
4365,QUvrhlP,44043.56,2012-09-01,2001-04-14,1.45,—,Education
4366,UWgthCegpR,76737.04,invalid_date,2018-02-22,1.06,,IT
4367,puEEGmDn,138247.55,1997-12-22,2015-06-29,2.28,Good worker,
4368,QaUvzMPM,41564.05,2001-03-17,2006-10-07,3.23,,IT
4369,dTEYSY,128730.65,1973-07-01,2021-11-03,3.35,Team player,Retail
4370,CKT,53720.02,1994-08-24,2015-04-10,average,Good worker,Manufacturing
4371,KXOoak,102711.95,1953-05-16,2018-11-27,1.25,Leadership potential,
4372,TUZpU,59470.26,1990-11-03,2017-03-03,2.48,,
4373,yUGJpOD,130091.26,1979-03-22,2014-12-11,,Team player,IT
4374,MPj,71072.88,1996-11-07,2002-03-27,4.96,Leadership potential,IT
4375,jtfLgKKaF,65003.54,1999-08-01,,2.46,,Healthcare
4376,wnAHj,71248.09,1992-03-14,2009-01-03,4.51,Promising,Education
4377,jLQqsVVsSY,130459.38,,2005-08-07,4.7,,IT
4378,WHFCx,82613.56,1972-01-14,2008-10-08,,,Healthcare
4379,wEMXdWukI,122461.19,2008-07-13,2007-10-24,1.54,Team player,Healthcare
4380,nXbTQmIK,112342.89,1980-11-02,2001-04-17,1.49,Needs improvement,IT
4381,UofWc,58044.59,2012-11-07,2011-04-16,4.6,Promising,Healthcare
4382,ooltIZ,98202.87,1963-01-14,2017-03-02,2.11,Leadership potential,Manufacturing
4383,PnohuS,,2009-10-27,2015-03-23,1.16,—,Healthcare
4384,lasMFLcmcB,37450.8,1989-04-29,2009-10-23,1.32,Good worker,IT
4385,qaIkDNmrRr,141809.19,1978-10-27,2001-07-25,1.98,Leadership potential,Finance
4386,NtVahcDYhw,132827.73,1974-11-26,2013-03-03,,Leadership potential,Finance
4387,ImBXVwlEaJ,131196.16,2014-03-30,2021-04-05,4.7,Unreliable,Retail
4388,KoK,135615.45,,,3.94,Team player,
4389,plgetnGgz,47296.6,1990-02-22,2016-11-11,excellent,—,Education
4390,hQQr,50294.47,,2018-03-18,3.43,Good worker,
4391,OoUkYKaWY,103934.94,2016-07-19,2022-03-23,2.54,Promising,
4392,wrw,105619.03,1962-12-03,2022-03-14,4.31,,Finance
4393,SoqfZCjT,34321.27,1951-10-01,,3.52,Team player,Retail
4394,suTHGLja,103627.48,1990-10-26,2020-12-09,4.88,,
4395,FdpczDYpUB,unknown,1988-06-28,2019-02-19,1.07,—,Retail
4396,lMxEAXVn,59210.53,1966-05-03,2020-10-01,1.3,,Retail
4397,GPTynS,93897.62,1968-04-26,2023-03-06,4.27,Promising,Retail
4398,kYVWXWHHv,66016.0,1977-10-17,2021-01-12,1.12,Needs improvement,
4399,Fgn,128957.43,1985-12-17,2011-12-06,2.39,Needs improvement,
4400,gdrgR,61840.53,1998-08-14,,4.9,Leadership potential,Healthcare
4401,gSaci,,1955-11-06,2001-02-25,4.89,,Education
4402,xqcy,82718.06,invalid_date,2007-12-29,1.23,,Retail
4403,jrQPEHm,unknown,1955-06-22,2002-02-17,1.43,Good worker,
4404,UTXCIKVBr,103705.03,1987-06-24,2015-06-23,1.39,Leadership potential,
4405,GmngfMcjsI,133864.64,2016-05-20,2017-03-06,4.2,Needs improvement,Retail
4406,EtYaT,67580.5,2004-02-06,2002-11-17,2.81,Leadership potential,Healthcare
4407,eQZqUBvDm,112221.9,1963-02-17,2018-09-10,2.42,Good worker,
4408,mgmki,unknown,,2014-08-14,3.42,Good worker,IT
4409,EWa,112552.63,2003-08-14,2022-02-04,4.09,Good worker,Finance
4410,PLRX,75145.84,1954-02-20,2012-02-01,2.58,Good worker,Education
4411,wiK,,1989-11-23,2016-10-01,2.54,,Healthcare
4412,xYFZxquXpI,64758.48,1996-08-24,2008-04-10,3.14,Needs improvement,Education
4413,okqboDyKxw,103772.72,2014-01-17,2008-08-26,4.59,Leadership potential,Retail
4414,KpfqS,,2003-05-23,2001-12-12,1.36,,IT
4415,FfT,72483.85,2012-01-11,2010-09-17,4.27,Team player,
4416,,139046.53,2013-11-01,2014-04-05,1.99,Promising,Retail
4417,sFRkprHrTa,50500.84,2007-09-21,2022-09-20,3.78,Team player,
4418,elMD,122145.14,2005-01-04,2003-06-05,1.25,Good worker,Finance
4419,MATq,46977.37,1952-05-22,2004-07-08,1.28,Unreliable,Healthcare
4420,yGMX,79498.8,invalid_date,2020-11-10,1.61,,Finance
4421,KqKAZxED,,2004-05-11,2018-05-26,1.79,Leadership potential,IT
4422,mwtCAfvC,115146.14,1962-05-17,2022-11-08,2.02,Good worker,Education
4423,BhsdK,,1993-05-04,2006-02-21,2.06,Needs improvement,Healthcare
4424,SwPPEoD,123890.27,1995-09-25,2009-03-03,2.74,Team player,
4425,WSFvrWzV,148494.58,1964-11-05,2003-10-17,4.78,Good worker,IT
4426,XnDTKYB,135108.42,1969-07-04,2000-09-01,,Leadership potential,Manufacturing
4427,WmlA,148363.09,2013-05-05,2019-04-19,4.37,Good worker,Finance
4428,nSehnDRHeZ,125527.15,1969-11-21,2008-03-12,3.05,Team player,Education
4429,XnwpvFjuK,133508.76,1998-08-28,2004-12-01,4.74,—,Education
4430,hiMNXMuVxy,134145.41,1972-09-24,2009-05-31,4.66,Unreliable,Education
4431,bTxIYbnbY,115827.45,1996-02-09,2002-12-19,4.7,—,Manufacturing
4432,KYIs,124786.59,1978-06-16,2014-07-26,2.05,Promising,Finance
4433,dHnWyLW,133132.01,1961-12-07,unknown_date,3.55,Leadership potential,
4434,CYXODx,145921.9,1972-06-27,2004-11-17,4.67,Unreliable,Manufacturing
4435,uuOIfsMbAM,47271.04,1995-06-15,2022-06-04,3.5,Unreliable,IT
4436,kpNutlKr,84584.11,1951-12-15,2003-08-09,2.92,—,Education
4437,JqbLHJ,135710.47,1970-04-11,2021-01-19,1.26,Needs improvement,Manufacturing
4438,ufnhOr,33437.33,1951-03-17,2016-11-10,3.75,,Healthcare
4439,DnaTyZP,65405.68,1993-05-03,2013-09-07,1.91,Good worker,Finance
4440,oMigoPpy,,1964-01-31,2011-02-04,,,Manufacturing
4441,vSJRbmYh,101195.39,1988-07-19,2008-11-23,,,Retail
4442,gdDOx,127374.77,1999-10-17,2023-05-26,,,
4443,LdADDmbY,116902.13,2016-11-01,2023-06-10,,—,Manufacturing
4444,dDVBRTpkb,119215.59,1989-10-03,2016-05-24,,Needs improvement,Healthcare
4445,pGGzZl,45139.76,1982-08-05,2004-09-20,1.17,Good worker,Healthcare
4446,QATI,111689.62,1969-05-13,2010-07-05,3.03,—,Healthcare
4447,gTextr,58027.31,,2009-11-04,1.15,Team player,Healthcare
4448,tjwtICSS,138156.25,2001-04-16,2014-11-28,1.96,,Retail
4449,sYEPnTGTE,unknown,invalid_date,,3.07,Needs improvement,Finance
4450,vgg,unknown,1956-09-28,2021-01-05,2.69,Leadership potential,Retail
4451,ypA,53681.47,1976-07-17,2012-10-24,4.54,Team player,
4452,Ezus,49610.15,1972-04-13,2009-09-09,,Good worker,
4453,JIaapv,,2012-06-22,2005-05-24,3.61,Leadership potential,Education
4454,WaE,50796.51,1981-02-23,2002-06-08,1.37,Team player,
4455,kteMs,109576.85,2002-02-26,2021-05-08,4.24,—,IT
4456,CfrFNjmy,142635.98,1963-04-22,,1.47,Good worker,
4457,iNtjvZ,32552.89,1959-04-24,2021-03-06,3.13,,Manufacturing
4458,EjPVRLqOW,144815.02,invalid_date,2020-12-29,4.81,,Manufacturing
4459,iGGwCevV,57285.69,1982-01-01,2017-10-15,4.47,Unreliable,
4460,OGMjmcsb,49572.36,1973-11-23,2014-01-15,4.57,,
4461,NihtRncH,108363.64,2003-03-26,2012-09-07,3.84,Needs improvement,Manufacturing
4462,XvagMEkkv,,1998-07-03,2000-11-04,2.61,Team player,
4463,qDEKjHee,52327.61,1974-10-01,2013-04-05,3.99,Team player,Manufacturing
4464,RWkZAWE,83778.78,1974-03-03,2007-06-04,2.21,Good worker,Manufacturing
4465,RumJm,129334.05,1974-02-17,2012-02-29,1.91,Needs improvement,Education
4466,ZvmEzgUFh,128026.48,2000-09-09,2008-03-09,average,Needs improvement,Finance
4467,bKM,51848.73,2018-03-17,2003-06-20,3.78,Unreliable,Retail
4468,ZDzHmNY,112363.73,2000-02-07,2010-10-23,1.12,Leadership potential,Finance
4469,iyumzaqp,49838.91,,2011-06-21,1.93,Team player,Manufacturing
4470,Ppnb,97444.97,invalid_date,2007-03-10,1.18,Needs improvement,Retail
4471,fIgpYtJTnU,76627.87,1991-01-21,2008-12-18,2.48,Needs improvement,Healthcare
4472,FYMjXm,54426.17,1974-08-20,2012-06-27,1.57,Promising,Manufacturing
4473,IewFmGWiZ,60494.12,1999-06-05,2002-07-21,3.6,Good worker,IT
4474,LWeOMUdnzX,146551.88,2007-08-29,2019-03-19,3.39,Unreliable,Retail
4475,jmC,70570.71,1982-11-19,2015-05-28,3.26,Needs improvement,
4476,BHvgKSk,130481.03,1970-12-25,2007-09-12,3.91,Needs improvement,Manufacturing
4477,GGNeby,72730.97,1988-07-04,2022-09-17,2.49,Leadership potential,IT
4478,MQQRHmC,104324.8,1995-09-22,2013-07-27,2.67,,
4479,ZBpHS,54854.57,1996-08-06,2017-01-22,3.09,,Education
4480,nZPoqYk,36708.12,2009-08-06,2008-03-10,4.14,,Manufacturing
4481,KODUAsIZz,96055.07,1980-10-02,2005-07-14,4.87,,Manufacturing
4482,jCGKFam,54365.02,,2019-03-25,average,Leadership potential,Finance
4483,CBx,unknown,1964-07-02,2013-08-30,2.44,Leadership potential,Retail
4484,iCPOyOVdiX,,2006-06-09,2003-04-27,2.86,Needs improvement,Healthcare
4485,TdKDWtSH,66596.4,2014-10-10,2017-05-09,2.83,Team player,Retail
4486,ECGSUguRa,83277.39,1999-06-12,2013-05-18,3.45,Team player,Education
4487,Zibfp,140918.91,2001-01-15,2005-01-16,3.97,Good worker,
4488,RnkaqS,unknown,1988-10-09,2011-10-03,2.33,,Retail
4489,aawib,110495.44,1970-08-29,2009-10-06,2.36,—,Finance
4490,ClxMS,119866.36,2000-01-15,2019-04-16,,Leadership potential,IT
4491,RrWVZmfFQ,74450.77,1976-07-21,2018-01-04,4.41,Promising,
4492,EMcFvXiNNm,94257.63,1960-07-31,2001-05-02,4.44,,Manufacturing
4493,GsD,73281.84,1960-02-01,2019-06-14,,—,Retail
4494,GILj,147724.94,1986-09-22,2008-05-03,2.1,Promising,Manufacturing
4495,nhxXRN,48081.7,1982-01-27,2020-10-29,2.32,Promising,Healthcare
4496,qFgmiJ,114110.4,2008-09-30,2000-07-21,2.66,—,Healthcare
4497,oYJgnGx,,1972-06-21,2011-09-09,4.3,,
4498,PEyFMMfU,111453.28,1975-11-03,2023-11-22,2.32,Unreliable,Healthcare
4499,xcsQfGnHtV,92575.56,1950-11-09,2011-08-10,excellent,Good worker,Manufacturing
4500,XsT,,2002-12-17,2000-08-24,3.08,Unreliable,Education
4501,cysVh,138413.01,1972-01-22,2000-01-26,1.35,Unreliable,Healthcare
4502,FEdtjI,89549.89,1975-09-15,2018-09-22,,,Education
4503,zoyMH,,1994-07-07,2022-03-18,3.07,Good worker,Retail
4504,Bul,60498.88,1992-10-14,2018-03-31,1.43,,Manufacturing
4505,RXAuWmRB,41311.51,1967-08-07,2018-12-10,,—,Healthcare
4506,yTbQsb,32415.43,1959-11-29,2012-04-25,2.82,Good worker,Education
4507,CfK,82508.6,,2021-10-16,4.98,,Finance
4508,kVDfZM,64229.72,1981-01-04,,1.07,—,Finance
4509,nQUujHunCQ,62060.02,,2011-10-03,2.26,Leadership potential,Finance
4510,QUjEkfwQ,73088.35,2008-01-30,2019-05-22,3.62,Team player,
4511,gUeWQkKj,82728.22,1951-05-20,2011-12-28,2.71,Promising,
4512,hxGq,57538.54,1965-12-27,2016-04-16,3.3,—,IT
4513,rHhnAeffzP,66989.47,2012-10-24,2009-06-27,2.05,Unreliable,
4514,jbWzd,,1991-02-23,2021-09-24,3.49,,Healthcare
4515,OtHUEWS,,1952-01-11,2018-03-23,1.05,Good worker,Manufacturing
4516,tEaLL,49155.09,1987-05-08,2023-08-12,3.97,Unreliable,Education
4517,IzCU,45735.09,2010-01-17,2006-10-19,1.89,,IT
4518,UeerC,125805.09,1990-07-14,2003-12-15,2.69,Team player,Retail
4519,KsqWLFK,unknown,1986-12-01,unknown_date,4.93,,Retail
4520,,33863.46,1990-12-11,2023-04-22,3.98,,Healthcare
4521,Tcmb,54764.61,1979-02-11,2019-10-11,1.19,Good worker,Healthcare
4522,pXAAAYTib,61881.06,1969-10-06,2019-01-30,4.95,—,Retail
4523,nlAQR,91530.12,2011-05-16,unknown_date,3.18,Needs improvement,
4524,wvxFTKXVPx,,1961-10-20,2012-05-05,1.24,Leadership potential,Finance
4525,xrWlXIfXiV,148197.78,1986-10-04,2009-04-11,4.78,Team player,Finance
4526,zlEdwP,115607.52,1965-11-10,2016-09-15,3.79,Unreliable,
4527,IUUZuzK,121974.45,1963-09-24,2017-06-05,2.12,Team player,IT
4528,wpfCvOD,unknown,2003-05-01,2019-06-06,4.58,—,IT
4529,AwSko,31159.92,1955-02-02,2021-12-09,4.5,Needs improvement,Finance
4530,KaQO,57373.95,2002-08-19,2015-07-17,3.76,Leadership potential,Finance
4531,bnjiYL,112938.09,2000-06-17,2009-07-04,2.59,Leadership potential,IT
4532,TWDGlQ,unknown,1999-02-05,2018-12-21,3.74,,Education
4533,NFFF,67494.15,1965-11-17,2014-09-22,3.59,Leadership potential,Finance
4534,aAcrqEUi,91703.42,1995-11-19,2014-06-23,2.2,Promising,Manufacturing
4535,niBcuahuj,38721.87,invalid_date,2024-01-07,1.68,Team player,Manufacturing
4536,zgnD,140392.47,1987-02-01,unknown_date,4.71,Unreliable,Finance
4537,QJjqAvVlC,139487.12,2000-09-25,2016-04-19,2.41,Leadership potential,
4538,nWdzIFwXO,,1953-03-01,2012-05-26,4.89,Leadership potential,
4539,oZOIMBWmut,,1993-10-24,2011-01-18,,Good worker,IT
4540,hyWR,82675.75,1997-05-07,2010-07-05,,Unreliable,Healthcare
4541,bNUqV,99471.41,2013-02-02,2022-03-02,3.27,Leadership potential,Finance
4542,QOyGmHfwK,106655.82,1993-08-03,2011-07-23,2.76,Promising,Education
4543,,64082.78,2000-01-18,2008-01-15,4.82,Leadership potential,Manufacturing
4544,HFy,137786.37,1967-03-01,2002-11-10,3.82,Promising,Finance
4545,djluS,120998.83,1980-01-21,2011-09-03,,Leadership potential,Retail
4546,hNcWbpC,105902.18,2015-07-19,2013-07-27,excellent,Team player,Healthcare
4547,QXRdukw,,1981-09-18,2005-01-13,2.46,Promising,IT
4548,jBav,66524.07,1987-10-05,2008-09-10,3.43,,Retail
4549,DPVKl,,1985-03-21,2018-06-28,,Leadership potential,Healthcare
4550,BFKNwveRrK,93286.1,1969-07-20,2004-03-18,4.16,Team player,
